的	白勺
𩲥	鬼厶口
䱾	魚婁
𢬹	扌土土乚
𠸔	口艸市
𢫛	扌玉
𦡮	月並日
𪁃	人牛鳥
𨻬	阜自犬
𣞍	木网者
𣃺	方谷
𤒙	人彡京京丮火
𦄷	糸辵甬
𪺬	牛九日
𧁶	艸广四土八土
𡦂	宀子宀子
𧹋	人弋貝爲
𫄁	糸艸日月
𫉕	艸亼小力口
𬕺	竹辛甲竹
𲌬	鬼非
𥺹	米宀夕卩
𥹰	婁久
聀	耳戈
𢱚	扌風
𠶣	口木攴
𢝳	水共心
𠴋	口扌九力
𫇈	臣卒
𫻣	心鬼卒
𡍘	土牛木刀
𥨨	穴工工貝
𥚥	示乚禾刀
𫴶	广南豆寸之寸
𡀭	口臼田力
𫄃	糸京京攴
𩵝	魚才
㦖	心門心
𣨮	歹爪壬
𪫶	今心竹
𠳙	厶口人弋
𤮥	瓦匚三口欠
𦙦	月心
𬗁	西米骨
𣑶	木示乚
𢟙	心金十
𤊡	火丰廾扌
𥏌	矢先
𤢔	犬日勹亡欠
唭	口其
𤛠	牛婁
𫃋	米金十
𤎕	火釆心
𦀨	糸冄邑
𪝎	人木令
𬚇	戶羽水夬
𡄐	口亠乡隹土
𥉰	目爪臼
𢴊	扌辵豕
𥒥	石多
𩄰	雨歹刀火
𩼈	魚宀釆廾
㖧	口氏日
𡁽	口木艸亼小
𪡱	口耒毛
𡀩	口艸水夂口
𥅲	目朱
𠦯	半艮
𥭎	竹水亡
𢩉	戶共
𫨯	去非心
槹	木白⺍十
𤮘	肉又豆瓦
𦛌	月聿
𣖠	木艸出
𬌘	牙山我
𢴩	扌竹聿
䴈	宀釆廾鳥
𢥣	心竹門月
𨫪	金堇
𪢜	口金甫
𡈈	圍重
𣻇	水辵食
𩩇	了儿骨
𣜶	木辵日勹亡
𤎑	火囟八夂
𬷶	亠回禾鳥
𫆜	肉尸匕
𦛺	月另刀
𥈱	目乃又皿
𬯜	阜可艸内
䳱	矛夂力鳥
𫼳	扌艸亡
𫤯	厶大彡八
𫡯	屮日月乙
猉	犬其
𭉑	口阜艮
榡	木𠂹糸
鑨	金龍
𠁸	中中卒
𫲳	才子尹口羊
𦭪	艸勹乂乚
𡋥	土士口
𡃍	口亼口口从刀
𪃿	可可鳥
𫰮	女艸戶
𤷿	疒穴犬
𦪂	舟行走
𦀪	糸人白
𫅖	羊大扌口
𣠱	木竹旡旡日
𬓐	示乚厶口心
𠭤	呂反
𣉷	日勿示乚
𣝀	木堇力
㦗	心木木示
𨭏	金月穴工
𬜉	舌田心
𱓱	古衤刀
𧐸	虫用口彡
𬑑	目耂
𬇆	毛堯
𩠳	首木隹
𬮙	門一𠂊
𤡚	犬食旡
𢵷	扌宀丰口刀
𫰸	女干卯
𠶚	口女可
𡁙	口心食旡
𫮱	其土年
㑫	人今心
𪺛	父缶
𪬙	心水口月
𬏧	疒扌丮
𬚴	肉匚巾
𡑱	土尹口羊
𦢡	尸至脊
𣠺	木竹亼口口从
𫣰	人申爪二丿又
𬥔	斤貝匕
𨔿	辵豕十
𫬣	口口犬目少
𠯇	口己
𠦹	十辵豕
𠨪	𠂊厂卩堯
𣿃	水阜禺
𬲠	食俞心
𠸕	口儿幺月
𫡽	交呂
𣵯	口欠水
𥳂	竹田夂口
萫	艸香
𫸿	弓單丿之
𬉰	水戔曲辰
𤯭	並生
𫑓	辵㠯田夂口
𤣡	犬目勹虫直
𣼺	水囟八夂
𢯏	扌行皮
𫑒	辵束人丶不口
𩻐	魚囟又八夂
𬠇	虫⺍廾
𥵗	竹音欠
𥘶	示乚分
𧕃	虫象比象比
𥆄	目光
𧎠	虫儿幺月
𠀗	廿𠂇
𪽃	生丰廾扌
𠻤	口寅
𢪯	扌太
炐	火丰
㡴	广立
𥯋	竹日月
𦬶	艸午
𥑭	石巨
𥊟	眉刀丶心
𣡯	网去木幺幺戈人
㩢	扌䒑目戈人
𣝉	木业土寸
𬲊	非心乙冫乙冫
𢱛	扌水西
𣙹	束日比
熷	火曾
堒	土日比
𧉝	虫刀亡
𩆐	雨亠回禾
𬦮	足耳
𣏾	木戈
𬀫	文日
𠺴	口艸夂口
𦝉	月广氐
𪽡	巴釆田
𦩚	舟木攴
㒙	人糸白巾
熑	火兼
𧏴	虫辵㠯
𪮯	扌口耳竹
𫋙	虫弓厶虫
𢫗	手白
𥐨	石也
𠿱	口辵首
𪺵	牛非心
𣞂	木竹彐冂巾
𧺁	宀釆田赤
𢯷	扌韋
𫢧	人文口
𩘄	風木攴
唫	口金
𡊱	土刀口
𣉴	日木至
𫊍	艸世木山今
𤂧	水艸辵夂丰
𪂮	子瓜鳥
𪞻	囟吳
𨔉	辵文丰
㵊	水冃耳又
𥋟	目羊我
𥖐	石阜八豕
𡃎	口爻木木又𠂇
踭	足爪尹
𡑴	土尸几几殳
𪨝	尸毛香
㐻	人内
𦧃	尸婁䒑隹臼
𨔌	辵子瓜
𬟥	束艸白⺍木
𪮽	手斤斤貝
𩹪	魚眉
𫵇	眉尔
𩠠	首會
㭲	木谷
胋	月卜口
𬏗	釆田二欠
𡳎	尸毛呂
𡆍	口㫃矢魚
怑	心半
𡬈	宀龍下
𢅄	网去布
恑	心𠂊厂卩
𬟴	虫山
𱔩	口單戈
𪝯	人立貝寸
𠬕	去衤甫
恄	心士口
𧜗	衤馬
𦤭	自犬歹刀火
𫆃	丩攴耳
𡀂	口雨田
𬐼	水欠皿去力
𬞺	婁艸臼
𪟞	田力才
𣈝	日文丰
𩆢	雨田音
𢏣	弓曲
𪽵	疒子瓜
磾	石單
𠉞	今尸匕
𠽁	口虎夂几
𡅑	口禺頁
𡆘	口日幺幺火頁
𥢫	禾宀丰口刀
𠴉	口阜一兀
𧃋	艸食余
𠶁	口二扌廾
鈘	金支
𡴢	屯並
𤢿	犬三石
𥽤	支米其廾
㶥	火干
𫼠	手主
𦙥	月子乚
鑟	金出网貝
𥢐	禾自⺍十
𩅜	雨良月
𨇀	足辵廾㠯
𥀌	皮艸厶口
𬗝	糸甬
𬛀	戶月工
𫿸	人止余斗
𦄵	糸釆心
𧦿	言丙
𪬔	心歹朱
𫨰	非心去
𦞑	月不皿
𫡱	又又二
𫾖	手一丰口貝
𧤥	角虎文
𧀏	艸金了儿
𠧆	䒑共卒
𥷓	竹食爪女
𫳭	宀辛甲
𥿣	糸工丂
𧋀	虫⺍巛
𠊫	人勹日子
𤶼	疒艸亡
𫵄	艸冂大小
𬒩	石更凡方
𡓟	土束攴正
𬷸	鳥食爪女
𥐦	石己
𥺖	米不口
𬡮	衤爲
搝	扌自犬
𬳠	禾火香
𣌹	曲不一
𦁢	糸長
挸	扌見
𬟣	艸水束刀貝
㗱	口隹木
𬁒	日矛夂力
𢴍	扌寅
𢗸	心斗
𠲿	口束
𩂀	雨干
洅	水再
䗀	虫屮宀夂
爉	火巛囟釆
𢊑	广𤰇
𣘽	木少象儿
𦰠	屮公
𤵴	疒人士
𢥶	心禺鳥
𠻦	口囟八夂
𬓟	屮乂凵禸禾多
𱪁	水艸一火日小
𥏍	矢夕口
𬕾	竹辛甲目
𡭬	小門才
𢯚	扌爪子乚
劕	斤斤貝刀
𪇩	金艮鳥
𨅽	足門木
㾯	疒鬼人
𫏽	辛甲車
𪫊	井彡人丰廾扌
𤜬	犬山
𬇉	氐刀
捇	扌赤
㧶	扌身
𨓐	辵呂
𫴇	宀上小又永
𤋾	火音
𠽙	口人叚
𥈁	目辵匕卩
𨀌	足另
𫭵	土心丑
𣔨	木止月
𪃴	鳥爪可
𤍊	火𠂹糸
𨅮	足者邑
𬊁	火冄
𣜾	未水者
𢖮	乙必
𡎣	土日刀口
𬁐	日月余
𣓋	木艸比
𦣕	月西示風
𫷆	巾网山
𠸟	口不皿
𫱑	女石丿之
𱢱	日虎丘亏
𥅃	目日一
𣌴	曲月
僘	人尚攴
𣍀	曲口木
𧯵	豆丰廾扌
𪽨	疒歹
𡄰	善卒
𦗏	耳良邑
𨫈	金广从土
𠄧	巴二
𤃝	水厂禾禾日
𢮪	扌八共
鎶	金可可
𢇡	广亏
𫦻	田力比白
𬎹	生用口
𥸓	竹扌三耳
𪄦	鳥艸亼小
𦹴	艸糸丿之
𥭌	竹宀丿七
𡂑	口舟殳皿
𢵪	扌非文
蚽	虫不一
𣽀	水百一介
𧋷	虫己心
𫕹	青生
𪂲	子瓜鳥
𬈽	水爪子平
𧥃	角阜八豕
𣒵	木己攴
𪷴	水屮宀土丮火
𫵧	盡大廾水
𫄎	糸尸婁
擼	扌魚日
𪝱	人山隹竹
𧍌	虫水刀口
𬞎	艸少象儿
𨏄	車巠耳
𢺒	扌魚丰廾扌
𪢍	口糸士口
𪝳	人水堇
𤞻	犬今口
帒	人弋巾
𫅫	手一丰羽
𦼞	艸余田
𪝌	人廿田
𫌌	衤山宀示
𩌂	革艸厶口
𬮷	門二扌廾扌
𡮒	禾子乚小
𦚕	月甘
𠴛	口穴力
𨁭	足女少
𠸧	口心夂口
𩘬	風辵食
𬕳	竹馬竹
𦄠	言内糸
𡃻	口艸癶豆
𥟉	禾禾几
𡎥	夕卜从土
𪒷	牛疒甘黑
𢪳	手及
𫖚	音寅
𥫌	立三石
𢴋	扌糸夂冫
𤺱	疒肉犬火
𬅂	木古亞心
𩪽	骨刀四幺斤
惍	心金
𩸸	魚一尹女
𨰪	金釆目幸
𫋿	衤木攴
𤋶	火艸令
𣗼	木口貝
𫗌	奔乙冫
𫜈	每鹵
𩄴	雨人丰廾扌
𩺢	魚扌斤口
𡆄	口扌三耳
𪭫	扌丁方
𡳃	尸毛會
𦡢	月艸婁
𨮒	金䒑目勹夕
𦷭	艸木會
𫱸	女干大廾水
𢀭	巨屮日月
𪢌	口門柬
𬉪	水弓冫弓冫文寸
𧵆	貝斤
𧖃	虫虎鬲犬
𤐠	火示彑
𠶟	口扌甲
𨀒	足布
𨠣	酉正
𨐺	辛曲辰
𠴌	口彐火
𢛨	心於
撛	扌米舛
𫱞	女文隹
𫡁	兼並
𥻧	米兼
𪷪	水亏分貝
𦷫	艸水每
𪤘	厶土甘木
𡍋	土奔
𪀄	卜口鳥
𫱬	女古尸毛
𤃥	水艸癶豆
𡂵	口日京彡
𫵭	尸婁咼
𡀿	口尸婁
𦴋	䒑目勹又
𣅵	日心
𬖫	西米殳
𥛉	示乚手一丰
𪵅	歹亼冊
𫋶	衤刀竹
𪪪	广廿又耳止
𥍍	目艸監
𦙜	月厂卩
𡗶	天上
𡄦	口臣𠂉三口
𥺕	米扌巴
𤡁	犬廿内内
𣘾	來戶月
𩟬	食三石
𬰉	雨田艮
𥕌	石車斤
𬊠	火人壬几
𢙕	心亦
𩚦	食七刀
𣓦	木水丿之
𢚴	心刀丶心
𡒫	土木魚魚
𩮿	長彡幸丮
槞	木辛甲
𬖅	竹辛甲羽
𤺮	疒戶隹
𨆡	足艸世木
𦠽	月爲
𠽗	口目艮
𱤎	木糸夂冫
𤃞	水目廿内内
𥇈	目圍屯
𣊋	日干矢口
𡄏	口心戌口心
𠵏	口匚亼口
𤜭	犬子
𣔟	木艸不
𤴶	疒士
𧍆	虫子瓜
𠠑	竹食卩刀
𠸍	口羊大
𤽴	白耂子
𬯹	雨殳
𡡂	女羊永
𢱏	扌言丁
𧴋	豸西示
𢴚	扌匚艸𠂇口
𢟑	心車干
𫴋	宀辛甲下
㭁	木乃
䟻	足余
𪩺	彐冂巾夬
𢗆	心丈
𥓳	石行皮
𥰈	竹人口千土
𦞏	戌女肉
𤇧	火人士
𦋂	四日寸
𫷗	年女又
𩏳	韋白鬼
𨵣	二扌廾門
𩘨	穴公風
𬥣	分貝𠂊厂卩
𫴺	木乚小
𥒅	石吏
𥇶	目金
𣛤	果來
㗳	口竹亼口
𡑪	土艸日勹亡
𪅪	京京邑鳥
𬍀	犬衣廿
烸	火每
𧏲	虫歹刀火
𨅞	足竹亼口
𧋄	虫共
𧻩	走耂
𤞺	犬牛口
𥱱	竹立卜口
𠰙	口干刀
嘇	口三厶人彡
𦀚	糸口千土
鐛	金日京
𦢾	月山旡大牛止
𫄼	缶甘木
𡀮	口鳥衣
𢯨	扌艸巿
𱔒	口言殳
𥄵	目术
𱤒	末屮日
𤅉	水雨良月
擛	扌艸世木
𫇄	了月一中冂口口甘衤
𩛸	食每
𫯕	辰寸夕卜
𠃣	乙少
𫇞	舟冃目又
𠗹	冫歹刀火
𪩯	巳文厂生
𡮅	臼儿小
𫵦	尸古於
𬠺	虫善宀丿七
𫤉	人匕頁呂
𣈕	日木攴
舖	舍甫
𧋵	虫犬王
𣖡	木貝刀
𬑶	矢豆艮
𠃅	厂网貝
𡝖	女刀丶心
𬛈	肉南
𬨬	辵力尸匕
𠸨	口人里
𱠻	扌日甘衤
𣡤	木日衣口口甘
扗	扌土
𪽣	宀辛甲田
𦓇	耂匚三口
𪵠	毛糸内
𨖧	毛辵束
𠳿	口尸毛
𢵋	扌者邑
𠟸	言士口刀
𤞼	犬文口
𫯅	南厂女又弓
𪩦	巨木木
𫃫	糸石廾
𬧐	足糸田
姅	女半
𣋼	日魚日
𥆃	目女口
𤀐	水艸帝
𪝹	人戶冊女少
𦅯	糸竹之寸
𨗜	令辵束
𢬩	扌人戈
𤆺	火子乚
𩽋	魚婁攴
𡃜	口石冂隹
𫲍	女屮日日
𠾸	口走刀口
𢗉	心内
𪾟	目与
𠝇	广勹巳刀
𢹤	扌走𠂇艸
𧜵	衤帶
𥌧	目魚日
𫫒	口聿日
𫮐	土首
𪲭	术阜一兀
𡮯	少辵牛口
𢪏	扌日
𢖵	心女
𠣛	丩厶木
𨡈	酉爿士
𢤜	心八酉大邑
𪨈	𠂇口虫
𣩸	石卒歹匕
𣼸	水頁戈
撴	扌京京攴
𧏱	虫冂大皿
𠊙	人宀且
𢙽	每心
㨂	扌東
𥄰	目人二
䲼	生鳥
𧿬	足屯
𫫛	口艸酉
𢄝	白巾勹巳
𡘮	末失
𥾽	糸亠卜
𱻢	辛甲羽
𱐩	𠂉力
萡	艸水白
𫰕	女人乃
𪡎	另令
㭬	木豕
𪭡	扌人十
𪭱	扌冫夬
𧜹	衤犬青
𥐆	矢豆半
𫥪	囟二扌廾
𢬮	扌戌
𡂆	口木卯田
𨤼	重日衣口口甘
𩻓	魚艸余
𠓨	勹巳入
𫣱	人戶冊丿之
𪑑	黑口今
𣔣	口木玉
𠹲	口水者
𣌆	日言者
𫃮	糸行主
㘈	口旡大牛止
鈬	金尺
𦢶	月禾几頁
𫠴	丘會
𬯽	雨水幺㇕
𥚄	示乚吏
𠋺	人又爪虫
𨠳	酉亥
𫠪	㠯人下
𨻫	阜辛甲
𠽍	口水爪壬
㥋	人衣心
𪠝	去尸匕
𬖼	米且疒卜了
𫫴	口糸了儿
𪩭	巴來
䙛	衤衣公
𡗄	兼多
𤋽	火田介
𧁵	艸扌無
𧝦	厂止歹刀衣
𫉡	艸月卒
𡨧	宀卒
𬷲	走戉鳥
囻	圍民
𠾀	口了月攴
𢣅	心艸水夂口
䒹	艸耒
𨆷	足业土寸
𧻚	走二回
𪽝	网去由
𪿀	目宀禺
嚈	口厂甘月犬
𣩦	歹堯
𪹚	火凡方
𨢇	酉卯田
𨂖	足水立
𬏎	釆田干
𬥆	象丰廾扌
𥬋	竹八丂
焒	火呂
檂	木曲辰
𥉹	目田糸
𢩣	戶方艸辵夂丰
𦂿	糸屮八子力
𪐾	黑人士
𫛎	竹丿大鳥
䤲	金赤
䇛	竹止
𫄌	糸足爪女
𤳱	田广黃
𫬑	刀口爲
𪽹	疒阜禺
𠽏	口阜𠂊臼
𠒦	光口口
𦰟	艸阜一兀
𡦫	子斤斤貝
𩮭	長彡㠯一巾
𡳳	尸毛會
𫥥	囟盡
𠓩	耒入
𤼔	疒馬今心
𧝧	衤單戈
𥐧	石廾
𠿀	口禾小月
𣴚	水三力
𱜜	人一火日小巨
𪪇	平凡方
埈	土厶儿夂
𡚢	大艸魚禾
𫷏	糸氏巾
𢣧	心虎丘亏
𪶭	水歹刀火
𬁥	耂丂曲
𥋴	目木木示
枮	木卜口
𦧘	肉舌
𠄯	亏本
𬺘	辛甲山
𬦿	足人言
𨁍	足見
𬑛	目今心
𩿚	鳥斗
𠲧	口弋工
𪧻	身寸半
𧄵	艸犬巛囟釆
𬐌	白扌皮
𩼀	魚圍韋
𬩧	辵咼耒
𢫡	扌乃子
𬅀	木辛束
𤵕	疒八丂
蝩	虫重
𢀮	亠回禾巨
㖼	口甘木
𡏠	土月勹乂凵
𢆠	來平
𣖟	木言十
𪷩	水百木木
𥄮	目壬
𥜤	示乚貝戔
𦲞	艸厶大彡
㧺	扌水甘
𫭔	圍玉艸𠂇口
𪴾	四言止
𧯅	谷香
㹯	犬人木
𫡵	五南
𧲫	豸及
嚉	口业土寸
𫁅	卜貝禾厶
𦤯	自犬甘匚八力
喯	口奔
𣑳	木耒
𧂁	艸單戈
𢪉	扌弓丨
𤣚	犬曲豆𠂊卩
㛪	女大申
𠶎	口行皮
𣻾	水日土少
澟	水亠回禾
𦼥	艸水者
𩭆	長彡亼口
𫡎	三石中中
𥾗	糸小
𥽄	米糸亠口儿
𢵌	扌阜八豕
𤳸	由网厶肉比
𫢚	竹一衤
𠺯	口貝亡
𧞴	衣言用口
𨄿	足糸夂冫
𠡧	文口力
𩽊	魚三石
𪢖	口禾𠂊彐心
𬴓	竹馬骨
𣏿	木天
𠺙	口辵食
𫷰	广木反
𦀺	糸車
𬄹	木厂网貝
𡊲	土主
𪺨	牙卒
𱸉	竹亠兆
𫡛	大弓之
𢶢	扌丿四豕
𫠽	上心青
𥓷	石南尹
㗑	口手一丰
𪛅	足夂口龜
𦟽	月宀必山
𪨖	尸毛甲
𢪥	手勿
𫚳	鳥卜口
𫅲	羽竹辛甲
揬	扌穴犬
𦃾	糸歹刀火
𣫕	田尸几几殳
𥳓	竹禾小月
𬏚	疒一
𤎛	火水爪壬
𣺾	水艸女口
𢉾	广幺幺山
㮀	木矢凵
𨀕	足匚王
䮴	馬癶豆
𠽒	口丁頁
𤮃	瓦冂大皿
𠆍	亠月真
𢟘	心耳戈
𫠧	午下
鋥	金口千土
𣆐	日卜尸
𣐅	木壬
𡅳	口艸口口隹力
𢹇	扌黑犬
𦏄	羊大扌日一
𥵘	竹日一人歹刀
𦔙	耒食旡
綡	糸京
𧋂	虫水于
𠏲	人网者
𢦂	心艸門柬
𣐴	木人士
𡧲	宀丁中
𩂠	雨人弋
𬩋	辵术言
𠱅	口又土
𠸽	口辵尸匕
𫠼	上扌足
𫅯	羽辵束
𢠤	心弓單
𧅬	艸果亦虫
醝	酉差
𠂫	亠卜乃
𪯰	余斗隹又
𠢑	辰寸力
𢯐	扌女古
𫣢	人亦虫
𢭰	扌木土
𤷄	疒龹卩
𬏸	疒冃兀寸
㖑	口戈廾
𠣂	言柬力
𦹷	艸土丶不口
𥐔	矢豆門口
𪁎	小月鳥
𠁻	中中三石
𨆤	足尹口羊
𠡛	圍大力
𦂈	糸由月
𢵴	扌止彐冂巾
𬏓	釆田巴
𤯑	甘匚八亠回禾
𨋤	車卜尸
𩬑	長彡卜口
㯷	木人业廾
𬚌	其耂
𪰇	日竹
䉭	竹巛囟釆
𢲯	扌水亦人
𦏓	尹口羊本
𢇉	幺㇕文寸
𠟥	小大舌刀
𤏥	火人冂隹
𥽢	米爻木木又𠂇
𠰘	口皿
𪅬	人匚日女鳥
𫠮	至下
𬡞	艸衤巴
𦛿	月艸亡
𥑂	石支
𤳨	由示彑
𨃝	足行走
𨁩	足扌巴
𡾵	山鬼人立
𩱻	鬼卜
𨁷	足直
𡅊	口屮貝米
𬂍	月二扌廾扌
𫸏	广黃冂日又𠂇
𫯓	來多
𢢯	心山鬼
𪳂	木首
𪾀	白戈口一
𢱖	扌甘木
𨀐	足夂冫
𤠴	犬阜宀一兀
𨨅	金戈口一
𠻆	口阜車
𪱚	月上
𢁯	巾日
𬟃	艸业冃豕
𨃑	足扌兆
𤈠	火聿
𬃑	木羊巛
𢤞	心臣又貝
𫕪	雨水歹刀
𣡝	不皿白幺幺木
𧿨	足反
掑	扌其
𢕸	行米舛
𱳚	目言屮日
𦀐	糸广土
𧺀	赤宀釆田
𠴍	口刀丶心
㦨	心門柬
𦘱	月卜
𢶿	扌辵盾
𣙬	西木巨
𠴜	口扌支
𫗷	首口木
捠	扌斤廾
𤁠	水辵肉缶
𢚸	王廾心
𫴯	貝刀寸
㗀	口幺幺山
𫪣	𠂆口人士
𨙍	辵矢丿大京口
𤝑	犬丿之
𥅘	目尔
𨊌	身米舛
抈	扌月
𡍝	土艸内
𢲭	扌酉己
𩵜	魚竹
𥙩	示乚㠯人
𧀐	艸王鬼
𣷮	水石廾
𦀏	糸丩攴
㖅	口戌
𦎡	羊大生
𡂎	口糸彑
𥋓	目日京
鑡	金齒
𢷹	扌广里八土
𧛋	衤今心
𡞕	女夂田
𨖙	辵目从
𫤢	先立厂生
𧏯	虫辰寸
𩶝	魚正
攞	扌网糸隹
𩺨	魚人丰廾扌
𩴬	网貝鬼
𬚯	月士
𪮩	手米且
𪹎	火冃兀彡
𡳤	尺者邑
𢣄	心辵咼
𤓩	火䜌攴
𥾾	糸人卜
𣋰	日出廾米凡
𥖔	石木戔
𣍋	會下
𣾿	水口鬼人
𫏢	足血豕
𫌐	衤走戉
𪻋	犬广南豆寸
𤳷	网厶肉比由
𥐉	艮矢豆
𬩯	辵束鳥
㮛	木是
𦁀	糸貝
𡏢	土馬
𤯰	生广氐
𥇻	目宀由
㓠	卜口刀
𥶇	竹魚日
𤣄	犬鹿火
𫩉	示乚耳又
𤹘	疒辰寸
𥈳	目穴犬
𢹫	丰刀手宀必山
𣞽	木癶豆邑
𬛯	自犬音
𤆹	火牙
𧐾	虫丶不口邑
𩄔	雨扌卩廾凵
𥓉	石成
𩅚	雨土隹
𬁌	氏日䒑亡
𫯳	重夫
𠉱	人戶方
𫙖	魚尸匕
䟬	足丘
𠔭	八三厶人彡
𦼝	艸心巛囟
𪻊	犬者艮
𣻗	水禾多
㷚	火京丁
𫠻	不人言
𢯕	扌宀且
𢺔	扌宀王尔貝
𨔍	辵四十乚
𠖘	冂糸内
𡹞	山京
𬇑	气木卜
𢫌	扌人也
𣚮	扌音木
𫗗	食眉
𬯄	阜𠂇工土
𠏥	人屮豆大
𢠉	心人禺
𬪄	冄邑竹
𬜆	舌丿之
𫽦	扌水九木
𡮥	小門才
𰛻	水彐火
𧶭	貝奔
𡲤	尸毛且
𪠗	厂日子厶口
𨨪	金牛木刀
𪶵	水禾失
𣠓	木竹西示
𢣂	心羊我
𡗋	亠回禾多
𦂼	糸甘匚八
𡨺	宀丁宀寸
𤛞	牛門才
𩺱	魚匚艸𠂇口
彣	文彡
𠏠	人足土土
𪨁	爪子小
𫷜	年南
𠾛	口黃
𨦥	金水也
𧴤	貝卜
𡔑	土監見
𩁶	雨乙
𥣒	禾俞心
𡆈	口㫃矢鳥
𪖭	鼻貝寸
𧃶	艸犬艸冃豕
𢴘	扌犬青
𪲽	乂术扌斤
𨅐	無足
𣳮	水呂
𥴙	竹木卜日十
𦪦	舟尚手
𬐆	白丿之
𡆁	口食堯
𣺽	水网去
𢯛	扌水立
𡪻	宀日女古
𡃽	口人雨而
𬡯	衤亦虫
𫶜	山京口竹
楴	木帝
𨇜	者見足
𫂷	米乂十
𧜻	重力衣
搈	扌穴公
𫏾	車田夂口
𬧒	足三口亏
𬋱	爲竹
傦	人骨
𤵖	疒日
𣈒	日其
𡤓	女厶口网貝
𫸌	广黃南厂
𠽂	口弓單
𢢈	心宀屮人冫
𤏣	火言斥
𢷵	扌無舛
㫵	日非
𢌎	广艸㠯辛子
𩆏	雨艸世木
𫗺	首敖
𬚁	善爪臼
𠱉	口人彡
𢸝	扌水夫夫日
𤊥	火屮宀夂
𡑵	土艸風
𣋽	日亼口口从刀
𬛃	肉者
𪪫	堇广車
𤎐	火匚艸𠂇口
𠑖	人立山鬼
𥱪	竹骨
撎	扌士冂豆
𡓇	土魚日
𠺚	口王刀王
摼	扌臣又土
𢫖	扌术
𣓿	木艸冂力
𬉙	水立艸田
𥘑	示寸
䖳	虫宀丿七
𢫃	扌口丩
𩯀	長彡辵束
𫶴	差呂
𢗇	心夕
𢴒	扌京亠火
唻	口來
𦄴	糸齊示
㯲	木木木示
𦄀	糸馬
𣭻	足毛
𥺽	米亼冊
𫍍	言甘木勺
𥯈	竹木反
𨯹	金竹馬
𠴔	口口千土
𨆓	足亼一乂凵禸
𡓏	土米舛邑
𠯽	口止
𨬊	金爻子攴
𣔻	木穴犬
摱	扌冃目又
倈	人來
𠿹	口人壬貝
𠯹	口人乃
𩹩	魚艸市
𦟺	月扌土土卜
𥝥	禾及
𨄉	足立厂生
𤷲	疒爿木
炵	火夂冫
𢄃	巾水巛卜
𪞠	冫令了
𫰇	女厶
𱡅	扌黑土
𪹪	火亞心
𥋹	貝寸目民
𨃍	足穴犬
𩁱	隹木監
𡂃	口云鬼
𣉵	日𠂇艸
𬏖	鬼廾王廾
䋘	糸耒
𫁛	穴牙亼冊
𪫵	王廾心
𥖕	呂石皮
獜	犬米舛
𫧾	卯冫爿士
𪷥	水立屮宀夂
𪽽	白丘
𠡺	去邑力
𪽲	疒丙大
𬑾	石天
𣎣	月白方攴
𣞎	木艸監
㶩	火冂儿
𡂰	口米舛邑
𥗌	石虎豕刀
𢙭	小大心
𥯉	竹女石
䠣	足卩卩几
𢜗	心丰廾扌
𧴱	貝女
𢥅	心金白巾
𠅒	亡末
𠼶	口赤卩又
𧾌	走卩卩几
𬋫	爪二丿又竹
䇠	竹主
𫔸	二扌廾扌門
𪡷	口阜余
𠸛	夕口先
𦈂	糸食堯
𣻈	水人丰廾扌
𤼞	疒申又亥
閧	門共
𡆖	口艸酉隹火
𢨵	戶午
𠇖	人丿之
𣘉	木犬今口
𫬠	口臣𠂉丶見
𢭴	扌心夬
𢱗	扌艸古
𣋀	宀牛日生
𫅝	羊大月日一
𧜐	衤乚厶口心
𠴥	口水冂儿
鬭	鬥卯亞斤
𨆾	足宀肉又示
釟	金八
𥩇	穴心戌口心
𨋣	車丙
㫧	日米
𪇐	鳥屰月大
𬡟	衤艸風
𡓢	火𠂊臼从土
𪬎	𠂊彐心巴
𢱙	扌子亥
𠮙	口乙
𦲻	艸爪壬
𦾤	艸俞心
𢸜	扌米舛邑
㘋	口臣又貝
𬧖	足辵首
覵	門月見
𬏪	疒宀女
𩸘	魚宀㠯
𬄓	木衣公
𡒭	土人一火日小
𩄵	雨糸内
𠬠	八又
𫣞	人虎丘
𫶯	差女
𨅃	足山宀示
𨃈	足共巳
𡅪	口厂白小頁
𠰏	口丿之
𤋸	火丰刀大
𧷝	口欠口貝
𫺈	心水女
𢹣	扌矢丿大京口
𬪾	重厂卩
𠵱	口人衣
𫈥	艸木可
𨀼	足耂
𤂷	水門於
𦎬	羊日生
𨲖	禺長
𪡔	口四十乚
𥬮	竹水工
𬣎	言亼冊入王
𫵉	良邑小大
𬩔	辵禺及
𩺣	魚日兆
𠴕	口女少
𪪀	㠯一巾止匕木
𠯿	口宀
𢵽	扌疋束
𱫳	戈烏
𠽐	口魚
𫊬	虫冂大
囄	口屮乂凵禸隹
𢟟	心百戈
𤿍	皮于
𪁅	𠂊卩鳥
𠓑	光魚日
𪪳	公廾
𦼃	艸倉刀
𨣤	酉木木示
㗞	口石皮
𬂽	木木五
𫤤	光倉刀
𠮩	口了
洡	水耒
𧄊	艸日十堇
𫷙	平齊
𥓄	石里
𦟸	月水夜
𬚣	耳止人匕卩
𨀰	足冫水
𡏯	土貝攴
𧢟	齒見
𦛉	月口巾
𬟠	華曹
𫋐	虫工貝
阥	阜水
𦄁	糸辵食
𢠣	心阜東
𤳄	由网去
𨡊	酉另刀
䁾	目䒑目戈人
